a,b,km,csi
SL012,SL018,4.102128578960386,0.5516265912305516
SL012,SL019,8.04949092706335,0.808837656099904
SL012,SL020,8.402092073598403,0.8871359223300971
SL012,SL021,15.732831855015625,0.8286099865047234
SL012,SL022,11.053387977057,0.5908018867924528
SL012,SL023,18.954597549290217,0.7665094339622641
SL012,SL024,25.212447474678612,0.7162162162162162
SL012,SL025,11.663081499954224,0.8306306306306306
SL012,SL026,8.542460554403302,0.8298714144411474
SL012,SL027,7.810193698339414,0.9057412167952014
SL012,SL028,18.889693249322864,0.5309734513274337
SL012,SL029,5.434398355617504,0.8636363636363636
SL012,SL032,6.236182852392167,0.8664259927797834
SL012,SL033,14.491895631865114,0.8344709897610921
SL012,SL034,7.762782761656142,0.8685064935064936
SL012,SL035,7.308152021702363,0.8517110266159695
SL012,SL036,15.49095758903648,0.8782608695652174
SL012,SL037,20.6632094362999,0.857707509881423
SL012,SL038,5.461326259215111,0.9189814814814815
SL012,SL040,8.940341920878124,0.8440366972477065
SL012,SL041,8.526505741705463,0.8649289099526066
SL012,SL042,12.716756558441393,0.9050632911392406
SL012,SL044,16.547170271816082,0.7336197636949516
SL012,SL045,22.575156429040224,0.8153846153846154
SL012,SL050,19.73316891637118,0.23948598130841123
SL012,SL051,23.548429843536468,0.5073170731707317
SL012,SL054,26.544879422441067,0.8315789473684211
SL012,SL055,11.006248889916769,0.8646616541353384
SL012,SL056,7.225905552216929,0.8755364806866953
SL012,SL062,11.909269756864488,0.7454873646209387
SL012,SL068,10.182569562367215,0.8630705394190872
SL012,SL017,24.851826593394133,0.8345864661654135
SL015,SL016,4.440169184065906,0.521484375
SL015,SL018,13.095957480917082,0.3181818181818182
SL015,SL019,7.782682797185648,0.9118705035971223
SL015,SL020,7.878608762878279,0.8985801217038539
SL015,SL021,3.1442113114001855,0.8226600985221675
SL015,SL022,17.19493302711202,0.6966824644549763
SL015,SL023,23.45273875262769,0.633177570093458
SL015,SL024,14.97701693756837,0.8112874779541446
SL015,SL025,8.307700676824316,0.682
SL015,SL026,12.442288662977528,0.610752688172043
SL015,SL027,11.09784191737301,0.8809980806142035
SL015,SL028,14.615610316290924,0.3274336283185841
SL015,SL029,11.146798315880181,0.756
SL015,SL032,13.145591232916798,0.79296875
SL015,SL033,6.546145470152103,0.5551330798479087
SL015,SL034,16.009329970054942,0.771689497716895
SL015,SL035,9.324196971461259,0.8668032786885246
SL015,SL036,17.858866631064735,0.8048780487804879
SL015,SL037,5.312405569408419,0.8359375
SL015,SL038,11.572633559331258,0.9318181818181818
SL015,SL040,13.792710571293185,0.6366782006920415
SL015,SL041,7.371187012506583,0.6486486486486487
SL015,SL042,4.439755574236023,0.8733624454148472
SL015,SL044,22.825752108796465,0.43356643356643354
SL015,SL045,12.854722962726038,0.5319148936170213
SL015,SL050,11.240897861869993,0.3463687150837989
SL015,SL051,9.53690950049756,0.07142857142857142
SL015,SL054,15.445730402844717,0.7457627118644068
SL015,SL055,4.519551144409191,0.797752808988764
SL015,SL056,10.599690904413748,0.8125
SL015,SL062,10.476478018286986,0.7096774193548387
SL015,SL068,9.631103256416143,0.8729508196721312
SL015,SL017,12.652915782452368,0.8492063492063492
SL016,SL018,13.685997195799644,0.7106446776611695
SL016,SL019,8.805676061579115,0.5545267489711934
SL016,SL020,9.29310174552624,0.7585227272727273
SL016,SL021,7.515470021576338,0.6959654178674352
SL016,SL022,13.809884959454426,0.6229281767955801
SL016,SL023,19.364523086110378,0.8036175710594315
SL016,SL024,11.778152912279788,0.7383928571428572
SL016,SL025,4.748606991685192,0.8594377510040161
SL016,SL026,9.534584295717279,0.8885209713024282
SL016,SL027,8.59970257569337,0.6716557530402245
SL016,SL028,10.187127032571656,0.7802197802197802
SL016,SL029,11.935092625513516,0.8407960199004975
SL016,SL032,10.902955959112905,0.8214285714285714
SL016,SL033,2.155788924750762,0.8473967684021544
SL016,SL034,13.306728064812551,0.8871527777777778
SL016,SL035,7.697146795739957,0.7191780821917808
SL016,SL036,13.754242456464064,0.91
