Data supplied by UK-AIR on 2/5/2025
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Leeds Centre,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"Carbon monoxide",status,unit,"PM<sub>10</sub> particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"Ozone",status,unit,"PM<sub>2.5</sub> particulate matter (Hourly measured)",status,unit,"Sulphur dioxide",status,unit
 
01-01-2024,01:00,0.128601,R,mgm-3,13.100,R,ugm-3 (FIDAS),4.53702,R,ugm-3,29.95038,R,ugm-3,36.90705,R,ugm-3,53.21867,R,ugm-3,10.943,R,ugm-3 (Ref.eq),1.48835,R,ugm-3
01-01-2024,02:00,0.116156,R,mgm-3,5.300,R,ugm-3 (FIDAS),2.14010,R,ugm-3,21.10474,R,ugm-3,24.38618,R,ugm-3,59.33881,R,ugm-3,4.198,R,ugm-3 (Ref.eq),1.40080,R,ugm-3
01-01-2024,03:00,0.112008,R,mgm-3,2.925,R,ugm-3 (FIDAS),1.57298,R,ugm-3,21.08934,R,ugm-3,23.50120,R,ugm-3,63.56305,R,ugm-3,1.981,R,ugm-3 (Ref.eq),0.78795,R,ugm-3
01-01-2024,04:00,0.102674,R,mgm-3,2.000,R,ugm-3 (FIDAS),1.44457,R,ugm-3,15.58300,R,ugm-3,17.79798,R,ugm-3,67.95359,R,ugm-3,1.156,R,ugm-3 (Ref.eq),1.31325,R,ugm-3
01-01-2024,05:00,0.080894,R,mgm-3,1.700,R,ugm-3 (FIDAS),1.47667,R,ugm-3,8.15893,R,ugm-3,10.42313,R,ugm-3,65.55875,R,ugm-3,0.896,R,ugm-3 (Ref.eq),0.91927,R,ugm-3
01-01-2024,06:00,0.096452,R,mgm-3,3.950,R,ugm-3 (FIDAS),1.05935,R,ugm-3,8.06133,R,ugm-3,9.68564,R,ugm-3,62.76477,R,ugm-3,2.241,R,ugm-3 (Ref.eq),0.85361,R,ugm-3
01-01-2024,07:00,0.118230,R,mgm-3,8.525,R,ugm-3 (FIDAS),2.95334,R,ugm-3,24.13520,R,ugm-3,28.66360,R,ugm-3,58.37423,R,ugm-3,3.868,R,ugm-3 (Ref.eq),1.11626,R,ugm-3
01-01-2024,08:00,0.227127,R,mgm-3,8.650,R,ugm-3 (FIDAS),2.95334,R,ugm-3,20.20195,R,ugm-3,24.73034,R,ugm-3,59.47186,R,ugm-3,4.009,R,ugm-3 (Ref.eq),1.18192,R,ugm-3
01-01-2024,09:00,0.239573,R,mgm-3,9.750,R,ugm-3 (FIDAS),3.01755,R,ugm-3,20.84099,R,ugm-3,25.46783,R,ugm-3,59.97079,R,ugm-3,4.127,R,ugm-3 (Ref.eq),1.18192,R,ugm-3
01-01-2024,10:00,0.239573,R,mgm-3,9.875,R,ugm-3 (FIDAS),3.30646,R,ugm-3,17.84138,R,ugm-3,22.91121,R,ugm-3,60.27014,R,ugm-3,4.104,R,ugm-3 (Ref.eq),1.24758,R,ugm-3
01-01-2024,11:00,0.248906,R,mgm-3,7.750,R,ugm-3 (FIDAS),4.04480,R,ugm-3,23.88747,R,ugm-3,30.08940,R,ugm-3,61.01853,R,ugm-3,3.514,R,ugm-3 (Ref.eq),1.24758,R,ugm-3
