Data supplied by UK-AIR on 22/3/2023
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Leeds Centre,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"Carbon monoxide",status,unit,"PM<sub>10</sub> particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"Ozone",status,unit,"PM<sub>2.5</sub> particulate matter (Hourly measured)",status,unit,"Sulphur dioxide",status,unit
 
01-01-2022,01:00,0.234986,R,mgm-3,23.525,R,ugm-3 (FIDAS),4.17565,R,ugm-3,27.52143,R,ugm-3,33.92400,R,ugm-3,37.65221,R,ugm-3,17.594,R,ugm-3 (Ref.eq),0.87930,R,ugm-3
01-01-2022,02:00,0.208456,R,mgm-3,18.450,R,ugm-3 (FIDAS),1.90887,R,ugm-3,25.20075,R,ugm-3,28.12763,R,ugm-3,33.52776,R,ugm-3,13.231,R,ugm-3 (Ref.eq),0.61551,R,ugm-3
01-01-2022,03:00,0.250146,R,mgm-3,15.500,R,ugm-3 (FIDAS),3.66860,R,ugm-3,23.93636,R,ugm-3,29.56147,R,ugm-3,30.28475,R,ugm-3,11.509,R,ugm-3 (Ref.eq),1.05516,R,ugm-3
01-01-2022,04:00,0.190453,R,mgm-3,8.700,R,ugm-3 (FIDAS),1.99835,R,ugm-3,12.44882,R,ugm-3,15.51291,R,ugm-3,41.80992,R,ugm-3,5.566,R,ugm-3 (Ref.eq),0.79137,R,ugm-3
01-01-2022,05:00,0.204665,R,mgm-3,11.300,R,ugm-3 (FIDAS),1.72991,R,ugm-3,19.22117,R,ugm-3,21.87366,R,ugm-3,30.28475,R,ugm-3,7.500,R,ugm-3 (Ref.eq),0.72542,R,ugm-3
01-01-2022,06:00,0.190453,R,mgm-3,10.650,R,ugm-3 (FIDAS),2.95278,R,ugm-3,18.67319,R,ugm-3,23.20072,R,ugm-3,29.18711,R,ugm-3,7.099,R,ugm-3 (Ref.eq),1.45084,R,ugm-3
01-01-2022,07:00,0.167712,R,mgm-3,11.150,R,ugm-3 (FIDAS),1.31235,R,ugm-3,11.67024,R,ugm-3,13.68248,R,ugm-3,39.51486,R,ugm-3,7.382,R,ugm-3 (Ref.eq),1.45084,R,ugm-3
01-01-2022,08:00,0.144971,R,mgm-3,12.425,R,ugm-3 (FIDAS),0.92461,R,ugm-3,10.66314,R,ugm-3,12.08085,R,ugm-3,41.66024,R,ugm-3,7.382,R,ugm-3 (Ref.eq),1.45084,R,ugm-3
01-01-2022,09:00,0.127915,R,mgm-3,13.900,R,ugm-3 (FIDAS),0.65617,R,ugm-3,8.37485,R,ugm-3,9.38096,R,ugm-3,46.64949,R,ugm-3,7.547,R,ugm-3 (Ref.eq),1.05516,R,ugm-3
01-01-2022,10:00,0.127915,R,mgm-3,14.775,R,ugm-3 (FIDAS),0.68600,R,ugm-3,6.36140,R,ugm-3,7.41325,R,ugm-3,50.99014,R,ugm-3,7.995,R,ugm-3 (Ref.eq),1.12110,R,ugm-3
01-01-2022,11:00,0.162026,R,mgm-3,18.900,R,ugm-3 (FIDAS),0.65617,R,ugm-3,5.12583,R,ugm-3,6.13195,R,ugm-3,55.23100,R,ugm-3,9.387,R,ugm-3 (Ref.eq),1.05516,R,ugm-3
