Data supplied by UK-AIR on 2/5/2024
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Leeds Centre,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"Carbon monoxide",status,unit,"PM<sub>10</sub> particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"Ozone",status,unit,"PM<sub>2.5</sub> particulate matter (Hourly measured)",status,unit,"Sulphur dioxide",status,unit
 
01-01-2023,01:00,0.139154,R,mgm-3,11.275,R,ugm-3 (FIDAS),4.95040,R,ugm-3,27.91846,R,ugm-3,35.50897,R,ugm-3,51.61448,R,ugm-3,9.363,R,ugm-3 (Ref.eq),0.79396,R,ugm-3
01-01-2023,02:00,0.096636,R,mgm-3,3.700,R,ugm-3 (FIDAS),1.10009,R,ugm-3,7.69173,R,ugm-3,9.37851,R,ugm-3,76.61852,R,ugm-3,2.948,R,ugm-3 (Ref.eq),0.70574,R,ugm-3
01-01-2023,03:00,0.078275,R,mgm-3,2.950,R,ugm-3 (FIDAS),0.69813,R,ugm-3,4.70218,R,ugm-3,5.77263,R,ugm-3,79.67418,R,ugm-3,2.335,R,ugm-3 (Ref.eq),1.05862,R,ugm-3
01-01-2023,04:00,0.075376,R,mgm-3,2.625,R,ugm-3 (FIDAS),0.66640,R,ugm-3,3.34406,R,ugm-3,4.36586,R,ugm-3,81.50758,R,ugm-3,1.627,R,ugm-3 (Ref.eq),1.05862,R,ugm-3
01-01-2023,05:00,0.069577,R,mgm-3,2.150,R,ugm-3 (FIDAS),0.41253,R,ugm-3,2.47207,R,ugm-3,3.10461,R,ugm-3,81.45519,R,ugm-3,1.226,R,ugm-3 (Ref.eq),1.12478,R,ugm-3
01-01-2023,06:00,0.066678,R,mgm-3,2.175,R,ugm-3 (FIDAS),0.25387,R,ugm-3,2.03622,R,ugm-3,2.42548,R,ugm-3,84.28386,R,ugm-3,1.156,R,ugm-3 (Ref.eq),1.05862,R,ugm-3
01-01-2023,07:00,0.069577,R,mgm-3,2.375,R,ugm-3 (FIDAS),0.44427,R,ugm-3,3.34509,R,ugm-3,4.02629,R,ugm-3,82.71238,R,ugm-3,1.274,R,ugm-3 (Ref.eq),0.99245,R,ugm-3
01-01-2023,08:00,0.069577,R,mgm-3,2.575,R,ugm-3 (FIDAS),0.34907,R,ugm-3,3.05448,R,ugm-3,3.58970,R,ugm-3,83.60289,R,ugm-3,1.557,R,ugm-3 (Ref.eq),1.32327,R,ugm-3
01-01-2023,09:00,0.063780,R,mgm-3,1.775,R,ugm-3 (FIDAS),0.41253,R,ugm-3,4.80052,R,ugm-3,5.43307,R,ugm-3,83.86480,R,ugm-3,0.991,R,ugm-3 (Ref.eq),1.12478,R,ugm-3
01-01-2023,10:00,0.078275,R,mgm-3,2.250,R,ugm-3 (FIDAS),0.66640,R,ugm-3,5.81804,R,ugm-3,6.83984,R,ugm-3,80.72183,R,ugm-3,1.439,R,ugm-3 (Ref.eq),0.72780,R,ugm-3
01-01-2023,11:00,0.075376,R,mgm-3,1.975,R,ugm-3 (FIDAS),0.82507,R,ugm-3,7.51514,R,ugm-3,8.78022,R,ugm-3,78.25985,R,ugm-3,1.392,R,ugm-3 (Ref.eq),0.72780,R,ugm-3
