Data supplied by UK-AIR on 28/7/2026
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Leeds Headingley Kerbside,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"PM<sub>10</sub> particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"PM<sub>2.5</sub> particulate matter (Hourly measured)",status,unit
 
01-01-2026,01:00,14.493,R,ugm-3 (Ref.eq),2.46688,R,ugm-3,5.40516,R,ugm-3,9.18766,R,ugm-3,11.000,R,ugm-3 (BAM)
01-01-2026,02:00,7.730,R,ugm-3 (Ref.eq),2.42507,R,ugm-3,4.95528,R,ugm-3,8.67367,R,ugm-3,10.000,R,ugm-3 (BAM)
01-01-2026,03:00,11.594,R,ugm-3 (Ref.eq),3.48081,R,ugm-3,4.83030,R,ugm-3,10.16746,R,ugm-3,5.000,R,ugm-3 (BAM)
01-01-2026,04:00,5.797,R,ugm-3 (Ref.eq),1.78744,R,ugm-3,3.23449,R,ugm-3,5.97519,R,ugm-3,2.000,R,ugm-3 (BAM)
01-01-2026,05:00,6.763,R,ugm-3 (Ref.eq),0.90940,R,ugm-3,1.93051,R,ugm-3,3.32490,R,ugm-3,4.000,R,ugm-3 (BAM)
01-01-2026,06:00,8.696,R,ugm-3 (Ref.eq),0.72125,R,ugm-3,2.07445,R,ugm-3,3.18034,R,ugm-3,6.000,R,ugm-3 (BAM)
01-01-2026,07:00,4.831,R,ugm-3 (Ref.eq),0.78397,R,ugm-3,3.03839,R,ugm-3,4.24046,R,ugm-3,3.000,R,ugm-3 (BAM)
01-01-2026,08:00,6.763,R,ugm-3 (Ref.eq),1.03484,R,ugm-3,3.81022,R,ugm-3,5.39695,R,ugm-3,3.000,R,ugm-3 (BAM)
01-01-2026,09:00,4.831,R,ugm-3 (Ref.eq),1.28570,R,ugm-3,2.55819,R,ugm-3,4.52958,R,ugm-3,3.000,R,ugm-3 (BAM)
01-01-2026,10:00,4.831,R,ugm-3 (Ref.eq),1.25435,R,ugm-3,4.05189,R,ugm-3,5.97519,R,ugm-3,4.000,R,ugm-3 (BAM)
01-01-2026,11:00,5.797,R,ugm-3 (Ref.eq),1.66201,R,ugm-3,3.66775,R,ugm-3,6.21613,R,ugm-3,5.000,R,ugm-3 (BAM)
01-01-2026,12:00,10.628,R,ugm-3 (Ref.eq),2.60277,R,ugm-3,4.87556,R,ugm-3,8.86641,R,ugm-3,2.000,R,ugm-3 (BAM)
01-01-2026,13:00,7.730,R,ugm-3 (Ref.eq),4.17070,R,ugm-3,7.43469,R,ugm-3,13.82968,R,ugm-3,5.000,R,ugm-3 (BAM)
01-01-2026,14:00,6.763,R,ugm-3 (Ref.eq),2.63413,R,ugm-3,5.21297,R,ugm-3,9.25191,R,ugm-3,6.000,R,ugm-3 (BAM)
01-01-2026,15:00,6.763,R,ugm-3 (Ref.eq),1.85016,R,ugm-3,5.01761,R,ugm-3,7.85449,R,ugm-3,5.000,R,ugm-3 (BAM)
01-01-2026,16:00,8.696,R,ugm-3 (Ref.eq),2.75956,R,ugm-3,4.68333,R,ugm-3,8.91460,R,ugm-3,5.000,R,ugm-3 (BAM)
01-01-2026,17:00,7.730,R,ugm-3 (Ref.eq),2.66549,R,ugm-3,5.45401,R,ugm-3,9.54103,R,ugm-3,3.000,R,ugm-3 (BAM)
01-01-2026,18:00,6.763,R,ugm-3 (Ref.eq),2.57141,R,ugm-3,6.41744,R,ugm-3,10.36021,R,ugm-3,5.000,R,ugm-3 (BAM)
01-01-2026,19:00,6.763,R,ugm-3 (Ref.eq),3.48081,R,ugm-3,8.58889,R,ugm-3,13.92605,R,ugm-3,4.000,R,ugm-3 (BAM)
01-01-2026,20:00,5.797,R,ugm-3 (Ref.eq),4.01391,R,ugm-3,6.85593,R,ugm-3,13.01050,R,ugm-3,7.000,R,ugm-3 (BAM)
01-01-2026,21:00,23.189,R,ugm-3 (Ref.eq),2.25782,R,ugm-3,5.30809,R,ugm-3,8.77004,R,ugm-3,5.000,R,ugm-3 (BAM)
01-01-2026,22:00,18.358,R,ugm-3 (Ref.eq),2.63413,R,ugm-3,5.11660,R,ugm-3,9.15554,R,ugm-3,5.000,R,ugm-3 (BAM)
01-01-2026,23:00,22.223,R,ugm-3 (Ref.eq),1.91288,R,ugm-3,4.96964,R,ugm-3,7.90267,R,ugm-3,4.000,R,ugm-3 (BAM)
01-01-2026,24:00,14.493,R,ugm-3 (Ref.eq),0.94076,R,ugm-3,3.27985,R,ugm-3,4.72233,R,ugm-3,4.000,R,ugm-3 (BAM)
02-01-2026,01:00,13.527,R,ugm-3 (Ref.eq),1.46266,R,ugm-3,2.50932,R,ugm-3,4.75204,R,ugm-3,6.000,R,ugm-3 (BAM)
02-01-2026,02:00,3.865,R,ugm-3 (Ref.eq),0.54328,R,ugm-3,1.79988,R,ugm-3,2.63289,R,ugm-3,5.000,R,ugm-3 (BAM)
02-01-2026,03:00,4.831,R,ugm-3 (Ref.eq),0.90894,R,ugm-3,2.55564,R,ugm-3,3.94933,R,ugm-3,4.000,R,ugm-3 (BAM)
02-01-2026,04:00,2.899,R,ugm-3 (Ref.eq),0.65820,R,ugm-3,2.65113,R,ugm-3,3.66036,R,ugm-3,2.000,R,ugm-3 (BAM)
02-01-2026,05:00,3.865,R,ugm-3 (Ref.eq),1.15968,R,ugm-3,3.23075,R,ugm-3,5.00891,R,ugm-3,2.000,R,ugm-3 (BAM)
02-01-2026,06:00,12.561,R,ugm-3 (Ref.eq),1.47311,R,ugm-3,4.19505,R,ugm-3,6.45379,R,ugm-3,6.000,R,ugm-3 (BAM)
02-01-2026,07:00,8.696,R,ugm-3 (Ref.eq),2.06862,R,ugm-3,6.55700,R,ugm-3,9.72884,R,ugm-3,5.000,R,ugm-3 (BAM)
02-01-2026,08:00,6.763,R,ugm-3 (Ref.eq),3.19696,R,ugm-3,7.81298,R,ugm-3,12.71492,R,ugm-3,5.000,R,ugm-3 (BAM)
02-01-2026,09:00,14.493,R,ugm-3 (Ref.eq),7.17749,R,ugm-3,11.87188,R,ugm-3,22.87722,R,ugm-3,6.000,R,ugm-3 (BAM)
02-01-2026,10:00,30.918,R,ugm-3 (Ref.eq),7.55361,R,ugm-3,19.43466,R,ugm-3,31.01670,R,ugm-3,8.000,R,ugm-3 (BAM)
02-01-2026,11:00,28.020,R,ugm-3 (Ref.eq),7.58495,R,ugm-3,10.90999,R,ugm-3,22.54008,R,ugm-3,5.000,R,ugm-3 (BAM)
02-01-2026,12:00,27.054,R,ugm-3 (Ref.eq),6.26855,R,ugm-3,12.78395,R,ugm-3,22.39560,R,ugm-3,4.000,R,ugm-3 (BAM)
02-01-2026,13:00,21.256,R,ugm-3 (Ref.eq),9.02672,R,ugm-3,12.31150,R,ugm-3,26.15228,R,ugm-3,4.000,R,ugm-3 (BAM)
02-01-2026,14:00,24.155,R,ugm-3 (Ref.eq),9.77894,R,ugm-3,18.09352,R,ugm-3,33.08769,R,ugm-3,10.000,R,ugm-3 (BAM)
02-01-2026,15:00,21.256,R,ugm-3 (Ref.eq),11.37742,R,ugm-3,13.81237,R,ugm-3,31.25751,R,ugm-3,5.000,R,ugm-3 (BAM)
02-01-2026,16:00,23.189,R,ugm-3 (Ref.eq),10.81325,R,ugm-3,19.30102,R,ugm-3,35.88111,R,ugm-3,10.000,R,ugm-3 (BAM)
02-01-2026,17:00,24.155,R,ugm-3 (Ref.eq),14.54304,R,ugm-3,26.87496,R,ugm-3,49.17398,R,ugm-3,13.000,R,ugm-3 (BAM)
02-01-2026,18:00,13.527,R,ugm-3 (Ref.eq),14.60573,R,ugm-3,30.24655,R,ugm-3,52.64169,R,ugm-3,9.000,R,ugm-3 (BAM)
02-01-2026,19:00,14.493,R,ugm-3 (Ref.eq),14.60573,R,ugm-3,29.13881,R,ugm-3,51.53395,R,ugm-3,10.000,R,ugm-3 (BAM)
02-01-2026,20:00,9.662,R,ugm-3 (Ref.eq),13.41470,R,ugm-3,25.23368,R,ugm-3,45.80260,R,ugm-3,9.000,R,ugm-3 (BAM)
02-01-2026,21:00,7.730,R,ugm-3 (Ref.eq),11.69085,R,ugm-3,25.27610,R,ugm-3,43.20183,R,ugm-3,6.000,R,ugm-3 (BAM)
02-01-2026,22:00,10.628,R,ugm-3 (Ref.eq),12.06697,R,ugm-3,20.55742,R,ugm-3,39.05984,R,ugm-3,7.000,R,ugm-3 (BAM)
02-01-2026,23:00,6.763,R,ugm-3 (Ref.eq),6.55064,R,ugm-3,17.45666,R,ugm-3,27.50083,R,ugm-3,5.000,R,ugm-3 (BAM)
02-01-2026,24:00,3.865,R,ugm-3 (Ref.eq),5.42230,R,ugm-3,13.16643,R,ugm-3,21.48051,R,ugm-3,3.000,R,ugm-3 (BAM)
03-01-2026,01:00,3.865,R,ugm-3 (Ref.eq),3.46684,R,ugm-3,8.09874,R,ugm-3,13.41449,R,ugm-3,2.000,R,ugm-3 (BAM)
03-01-2026,02:00,6.763,R,ugm-3 (Ref.eq),2.71500,R,ugm-3,7.58276,R,ugm-3,11.74570,R,ugm-3,5.000,R,ugm-3 (BAM)
03-01-2026,03:00,3.865,R,ugm-3 (Ref.eq),1.53502,R,ugm-3,4.43381,R,ugm-3,6.78747,R,ugm-3,3.000,R,ugm-3 (BAM)
03-01-2026,04:00,1.932,R,ugm-3 (Ref.eq),0.20885,R,ugm-3,1.60530,R,ugm-3,1.92552,R,ugm-3,3.000,R,ugm-3 (BAM)
03-01-2026,05:00,0.966,R,ugm-3 (Ref.eq),0.46990,R,ugm-3,1.63826,R,ugm-3,2.35877,R,ugm-3,3.000,R,ugm-3 (BAM)
03-01-2026,06:00,15.459,R,ugm-3 (Ref.eq),1.25308,R,ugm-3,2.36294,R,ugm-3,4.28429,R,ugm-3,3.000,R,ugm-3 (BAM)
03-01-2026,07:00,15.459,R,ugm-3 (Ref.eq),1.62900,R,ugm-3,4.28971,R,ugm-3,6.78747,R,ugm-3,4.000,R,ugm-3 (BAM)
03-01-2026,08:00,18.358,R,ugm-3 (Ref.eq),4.16648,R,ugm-3,6.99389,R,ugm-3,13.38240,R,ugm-3,2.000,R,ugm-3 (BAM)
03-01-2026,09:00,9.662,R,ugm-3 (Ref.eq),4.60505,R,ugm-3,10.41315,R,ugm-3,17.47413,R,ugm-3,2.000,R,ugm-3 (BAM)
03-01-2026,10:00,10.628,R,ugm-3 (Ref.eq),7.64376,R,ugm-3,15.52591,R,ugm-3,27.24617,R,ugm-3,3.000,R,ugm-3 (BAM)
03-01-2026,11:00,14.493,R,ugm-3 (Ref.eq),9.55470,R,ugm-3,17.12082,R,ugm-3,31.77115,R,ugm-3,2.000,R,ugm-3 (BAM)
03-01-2026,12:00,28.020,R,ugm-3 (Ref.eq),10.74512,R,ugm-3,15.39181,R,ugm-3,31.86743,R,ugm-3,4.000,R,ugm-3 (BAM)
03-01-2026,13:00,18.358,R,ugm-3 (Ref.eq),8.58357,R,ugm-3,12.01495,R,ugm-3,25.17623,R,ugm-3,5.000,R,ugm-3 (BAM)
03-01-2026,14:00,27.054,R,ugm-3 (Ref.eq),14.50435,R,ugm-3,16.84846,R,ugm-3,39.08815,R,ugm-3,9.000,R,ugm-3 (BAM)
03-01-2026,15:00,12.561,R,ugm-3 (Ref.eq),8.92816,R,ugm-3,14.51928,R,ugm-3,28.20893,R,ugm-3,5.000,R,ugm-3 (BAM)
03-01-2026,16:00,20.290,R,ugm-3 (Ref.eq),8.14499,R,ugm-3,14.22784,R,ugm-3,26.71665,R,ugm-3,2.000,R,ugm-3 (BAM)
03-01-2026,17:00,18.358,R,ugm-3 (Ref.eq),10.05593,R,ugm-3,19.14429,R,ugm-3,34.56317,R,ugm-3,2.000,R,ugm-3 (BAM)
03-01-2026,18:00,36.716,R,ugm-3 (Ref.eq),8.67755,R,ugm-3,16.54024,R,ugm-3,29.84563,R,ugm-3,12.000,R,ugm-3 (BAM)
03-01-2026,19:00,26.087,R,ugm-3 (Ref.eq),8.23897,R,ugm-3,16.10554,R,ugm-3,28.73845,R,ugm-3,8.000,R,ugm-3 (BAM)
03-01-2026,20:00,19.324,R,ugm-3 (Ref.eq),8.27030,R,ugm-3,12.49529,R,ugm-3,25.17623,R,ugm-3,8.000,R,ugm-3 (BAM)
03-01-2026,21:00,12.561,R,ugm-3 (Ref.eq),6.73528,R,ugm-3,15.47474,R,ugm-3,25.80203,R,ugm-3,7.000,R,ugm-3 (BAM)
03-01-2026,22:00,24.155,R,ugm-3 (Ref.eq),7.07988,R,ugm-3,13.11712,R,ugm-3,23.97278,R,ugm-3,7.000,R,ugm-3 (BAM)
03-01-2026,23:00,9.662,R,ugm-3 (Ref.eq),8.70887,R,ugm-3,14.66296,R,ugm-3,28.01638,R,ugm-3,4.000,R,ugm-3 (BAM)
03-01-2026,24:00,20.290,R,ugm-3 (Ref.eq),6.92324,R,ugm-3,14.75330,R,ugm-3,25.36879,R,ugm-3,7.000,R,ugm-3 (BAM)
04-01-2026,01:00,17.392,R,ugm-3 (Ref.eq),5.92822,R,ugm-3,12.52926,R,ugm-3,21.61907,R,ugm-3,7.000,R,ugm-3 (BAM)
04-01-2026,02:00,8.696,R,ugm-3 (Ref.eq),2.71362,R,ugm-3,8.54118,R,ugm-3,12.70201,R,ugm-3,8.000,R,ugm-3 (BAM)
04-01-2026,03:00,9.662,R,ugm-3 (Ref.eq),1.15851,R,ugm-3,3.61238,R,ugm-3,5.38873,R,ugm-3,5.000,R,ugm-3 (BAM)
04-01-2026,04:00,10.628,R,ugm-3 (Ref.eq),0.59491,R,ugm-3,1.87841,R,ugm-3,2.79059,R,ugm-3,4.000,R,ugm-3 (BAM)
04-01-2026,05:00,10.628,R,ugm-3 (Ref.eq),1.31506,R,ugm-3,4.81574,R,ugm-3,6.83214,R,ugm-3,3.000,R,ugm-3 (BAM)
04-01-2026,06:00,5.797,R,ugm-3 (Ref.eq),0.68884,R,ugm-3,3.41836,R,ugm-3,4.47457,R,ugm-3,2.000,R,ugm-3 (BAM)
04-01-2026,07:00,3.865,R,ugm-3 (Ref.eq),1.34637,R,ugm-3,3.51677,R,ugm-3,5.58118,R,ugm-3,4.000,R,ugm-3 (BAM)
04-01-2026,08:00,9.662,R,ugm-3 (Ref.eq),2.81799,R,ugm-3,7.27453,R,ugm-3,11.59539,R,ugm-3,5.000,R,ugm-3 (BAM)
04-01-2026,09:00,6.763,R,ugm-3 (Ref.eq),2.56750,R,ugm-3,7.32181,R,ugm-3,11.25860,R,ugm-3,2.000,R,ugm-3 (BAM)
