Data supplied by UK-AIR on 12/3/2026
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Leeds Headingley Kerbside,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"PM<sub>10</sub> particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"PM<sub>2.5</sub> particulate matter (Hourly measured)",status,unit
03-01-2025,16:00,11.594,R,ugm-3 (Ref.eq),25.48636,R,ugm-3,35.05144,R,ugm-3,74.12997,R,ugm-3,9.000,R,ugm-3 (BAM)
03-01-2025,17:00,8.696,R,ugm-3 (Ref.eq),20.33973,R,ugm-3,32.11544,R,ugm-3,63.30260,R,ugm-3,7.000,R,ugm-3 (BAM)
03-01-2025,18:00,15.459,R,ugm-3 (Ref.eq),31.69050,R,ugm-3,48.10450,R,ugm-3,96.69592,R,ugm-3,7.000,R,ugm-3 (BAM)
03-01-2025,19:00,20.290,R,ugm-3 (Ref.eq),44.59231,R,ugm-3,64.07377,R,ugm-3,132.44769,R,ugm-3,22.000,R,ugm-3 (BAM)
03-01-2025,20:00,23.189,R,ugm-3 (Ref.eq),78.57412,R,ugm-3,58.70899,R,ugm-3,179.18762,R,ugm-3,20.000,R,ugm-3 (BAM)
03-01-2025,21:00,24.155,R,ugm-3 (Ref.eq),71.06569,R,ugm-3,57.46476,R,ugm-3,166.43062,R,ugm-3,30.000,R,ugm-3 (BAM)
03-01-2025,22:00,35.749,R,ugm-3 (Ref.eq),46.28435,R,ugm-3,55.69045,R,ugm-3,126.65880,R,ugm-3,34.000,R,ugm-3 (BAM)
03-01-2025,23:00,34.783,R,ugm-3 (Ref.eq),60.10268,R,ugm-3,54.71016,R,ugm-3,146.86631,R,ugm-3,33.000,R,ugm-3 (BAM)
03-01-2025,24:00,32.851,R,ugm-3 (Ref.eq),59.46816,R,ugm-3,52.09181,R,ugm-3,143.27506,R,ugm-3,28.000,R,ugm-3 (BAM)
04-01-2025,01:00,25.121,R,ugm-3 (Ref.eq),50.82091,R,ugm-3,48.46090,R,ugm-3,126.38521,R,ugm-3,23.000,R,ugm-3 (BAM)
04-01-2025,02:00,11.594,R,ugm-3 (Ref.eq),7.00492,R,ugm-3,38.34161,R,ugm-3,49.08233,R,ugm-3,15.000,R,ugm-3 (BAM)
04-01-2025,03:00,17.392,R,ugm-3 (Ref.eq),9.90796,R,ugm-3,31.15758,R,ugm-3,46.34958,R,ugm-3,9.000,R,ugm-3 (BAM)
04-01-2025,04:00,7.730,R,ugm-3 (Ref.eq),1.51617,R,ugm-3,14.28608,R,ugm-3,16.61083,R,ugm-3,6.000,R,ugm-3 (BAM)
04-01-2025,05:00,5.797,R,ugm-3 (Ref.eq),1.12831,R,ugm-3,11.34428,R,ugm-3,13.07433,R,ugm-3,5.000,R,ugm-3 (BAM)
04-01-2025,06:00,12.561,R,ugm-3 (Ref.eq),1.86876,R,ugm-3,10.63760,R,ugm-3,13.50300,R,ugm-3,6.000,R,ugm-3 (BAM)
04-01-2025,07:00,6.763,R,ugm-3 (Ref.eq),5.74732,R,ugm-3,16.80039,R,ugm-3,25.61283,R,ugm-3,11.000,R,ugm-3 (BAM)
04-01-2025,08:00,9.662,R,ugm-3 (Ref.eq),8.49758,R,ugm-3,21.90690,R,ugm-3,34.93633,R,ugm-3,11.000,R,ugm-3 (BAM)
04-01-2025,09:00,6.763,R,ugm-3 (Ref.eq),27.29097,R,ugm-3,35.95742,R,ugm-3,77.80299,R,ugm-3,11.000,R,ugm-3 (BAM)
04-01-2025,10:00,16.425,R,ugm-3 (Ref.eq),29.19499,R,ugm-3,51.63138,R,ugm-3,96.39641,R,ugm-3,11.000,R,ugm-3 (BAM)
04-01-2025,11:00,12.561,R,ugm-3 (Ref.eq),16.99515,R,ugm-3,34.27596,R,ugm-3,60.33483,R,ugm-3,12.000,R,ugm-3 (BAM)
04-01-2025,12:00,8.696,R,ugm-3 (Ref.eq),22.28410,R,ugm-3,35.00760,R,ugm-3,69.17608,R,ugm-3,11.000,R,ugm-3 (BAM)
04-01-2025,13:00,8.696,R,ugm-3 (Ref.eq),14.59750,R,ugm-3,28.14657,R,ugm-3,50.52908,R,ugm-3,11.000,R,ugm-3 (BAM)
04-01-2025,14:00,8.696,R,ugm-3 (Ref.eq),13.89230,R,ugm-3,32.49643,R,ugm-3,53.79766,R,ugm-3,6.000,R,ugm-3 (BAM)
04-01-2025,15:00,13.527,R,ugm-3 (Ref.eq),40.44282,R,ugm-3,49.81695,R,ugm-3,111.82841,R,ugm-3,17.000,R,ugm-3 (BAM)
04-01-2025,16:00,21.256,R,ugm-3 (Ref.eq),43.79249,R,ugm-3,59.04120,R,ugm-3,126.18874,R,ugm-3,15.000,R,ugm-3 (BAM)
04-01-2025,17:00,25.121,R,ugm-3 (Ref.eq),48.12942,R,ugm-3,57.69607,R,ugm-3,131.49349,R,ugm-3,21.000,R,ugm-3 (BAM)
04-01-2025,18:00,23.189,R,ugm-3 (Ref.eq),46.43696,R,ugm-3,61.04131,R,ugm-3,132.24366,R,ugm-3,22.000,R,ugm-3 (BAM)
04-01-2025,19:00,21.256,R,ugm-3 (Ref.eq),48.12942,R,ugm-3,61.50048,R,ugm-3,135.29790,R,ugm-3,24.000,R,ugm-3 (BAM)
04-01-2025,20:00,24.155,R,ugm-3 (Ref.eq),54.22934,R,ugm-3,57.66649,R,ugm-3,140.81699,R,ugm-3,32.000,R,ugm-3 (BAM)
04-01-2025,21:00,55.073,R,ugm-3 (Ref.eq),41.14801,R,ugm-3,56.39808,R,ugm-3,119.49082,R,ugm-3,50.000,R,ugm-3 (BAM)
04-01-2025,22:00,47.344,R,ugm-3 (Ref.eq),27.32623,R,ugm-3,50.47802,R,ugm-3,92.37766,R,ugm-3,44.000,R,ugm-3 (BAM)
04-01-2025,23:00,68.600,R,ugm-3 (Ref.eq),23.94130,R,ugm-3,43.66551,R,ugm-3,80.37499,R,ugm-3,77.000,R,ugm-3 (BAM)
04-01-2025,24:00,324.643,R,ugm-3 (Ref.eq),13.36341,R,ugm-3,35.39714,R,ugm-3,55.88741,R,ugm-3,346.000,R,ugm-3 (BAM)
05-01-2025,01:00,118.843,R,ugm-3 (Ref.eq),11.61508,R,ugm-3,30.82822,R,ugm-3,48.63776,R,ugm-3,118.000,R,ugm-3 (BAM)
05-01-2025,02:00,5.797,R,ugm-3 (Ref.eq),4.04412,R,ugm-3,13.08280,R,ugm-3,19.28369,R,ugm-3,11.000,R,ugm-3 (BAM)
05-01-2025,03:00,4.831,R,ugm-3 (Ref.eq),4.23222,R,ugm-3,6.25936,R,ugm-3,12.74866,R,ugm-3,10.000,R,ugm-3 (BAM)
05-01-2025,04:00,4.831,R,ugm-3 (Ref.eq),0.91698,R,ugm-3,4.48622,R,ugm-3,5.89224,R,ugm-3,7.000,R,ugm-3 (BAM)
05-01-2025,05:00,4.831,R,ugm-3 (Ref.eq),3.24470,R,ugm-3,6.11299,R,ugm-3,11.08812,R,ugm-3,6.000,R,ugm-3 (BAM)
05-01-2025,06:00,1.932,R,ugm-3 (Ref.eq),1.41074,R,ugm-3,4.58619,R,ugm-3,6.74929,R,ugm-3,4.000,R,ugm-3 (BAM)
05-01-2025,07:00,0.000,R,ugm-3 (Ref.eq),1.55181,R,ugm-3,5.17337,R,ugm-3,7.55278,R,ugm-3,3.000,R,ugm-3 (BAM)
05-01-2025,08:00,-1.932,R,ugm-3 (Ref.eq),2.50406,R,ugm-3,5.85591,R,ugm-3,9.69541,R,ugm-3,4.000,R,ugm-3 (BAM)
05-01-2025,09:00,-0.966,R,ugm-3 (Ref.eq),1.90450,R,ugm-3,6.88236,R,ugm-3,9.80254,R,ugm-3,2.000,R,ugm-3 (BAM)
05-01-2025,10:00,1.932,R,ugm-3 (Ref.eq),3.70319,R,ugm-3,9.37385,R,ugm-3,15.05199,R,ugm-3,3.000,R,ugm-3 (BAM)
05-01-2025,11:00,1.932,R,ugm-3 (Ref.eq),2.71567,R,ugm-3,7.72764,R,ugm-3,11.89161,R,ugm-3,3.000,R,ugm-3 (BAM)
05-01-2025,12:00,0.966,R,ugm-3 (Ref.eq),10.29839,R,ugm-3,14.84900,R,ugm-3,30.63964,R,ugm-3,2.000,R,ugm-3 (BAM)
05-01-2025,13:00,0.000,R,ugm-3 (Ref.eq),5.85457,R,ugm-3,13.14581,R,ugm-3,22.12268,R,ugm-3,5.000,R,ugm-3 (BAM)
05-01-2025,14:00,2.899,R,ugm-3 (Ref.eq),5.43134,R,ugm-3,11.86637,R,ugm-3,20.19431,R,ugm-3,4.000,R,ugm-3 (BAM)
05-01-2025,15:00,5.797,R,ugm-3 (Ref.eq),9.06400,R,ugm-3,17.43807,R,ugm-3,31.33600,R,ugm-3,5.000,R,ugm-3 (BAM)
05-01-2025,16:00,5.797,R,ugm-3 (Ref.eq),11.74440,R,ugm-3,17.18491,R,ugm-3,35.19274,R,ugm-3,6.000,R,ugm-3 (BAM)
05-01-2025,17:00,3.865,R,ugm-3 (Ref.eq),9.48722,R,ugm-3,16.14635,R,ugm-3,30.69321,R,ugm-3,5.000,R,ugm-3 (BAM)
05-01-2025,18:00,5.797,R,ugm-3 (Ref.eq),6.63047,R,ugm-3,15.11648,R,ugm-3,25.28306,R,ugm-3,5.000,R,ugm-3 (BAM)
05-01-2025,19:00,2.899,R,ugm-3 (Ref.eq),8.92292,R,ugm-3,12.51206,R,ugm-3,26.19368,R,ugm-3,4.000,R,ugm-3 (BAM)
05-01-2025,20:00,2.899,R,ugm-3 (Ref.eq),5.71349,R,ugm-3,9.55894,R,ugm-3,18.31951,R,ugm-3,4.000,R,ugm-3 (BAM)
05-01-2025,21:00,3.865,R,ugm-3 (Ref.eq),7.12423,R,ugm-3,9.91343,R,ugm-3,20.83710,R,ugm-3,5.000,R,ugm-3 (BAM)
05-01-2025,22:00,2.899,R,ugm-3 (Ref.eq),7.15950,R,ugm-3,8.19882,R,ugm-3,19.17656,R,ugm-3,6.000,R,ugm-3 (BAM)
05-01-2025,23:00,2.899,R,ugm-3 (Ref.eq),5.43134,R,ugm-3,12.18776,R,ugm-3,20.51571,R,ugm-3,5.000,R,ugm-3 (BAM)
05-01-2025,24:00,3.865,R,ugm-3 (Ref.eq),4.90232,R,ugm-3,6.41033,R,ugm-3,13.92711,R,ugm-3,2.000,R,ugm-3 (BAM)
06-01-2025,01:00,2.899,R,ugm-3 (Ref.eq),2.91626,R,ugm-3,4.95297,R,ugm-3,9.42450,R,ugm-3,1.000,R,ugm-3 (BAM)
06-01-2025,02:00,2.899,R,ugm-3 (Ref.eq),1.64627,R,ugm-3,3.54456,R,ugm-3,6.06881,R,ugm-3,4.000,R,ugm-3 (BAM)
06-01-2025,03:00,1.932,R,ugm-3 (Ref.eq),0.98776,R,ugm-3,2.50157,R,ugm-3,4.01612,R,ugm-3,4.000,R,ugm-3 (BAM)
06-01-2025,04:00,2.899,R,ugm-3 (Ref.eq),0.77610,R,ugm-3,2.12999,R,ugm-3,3.32000,R,ugm-3,2.000,R,ugm-3 (BAM)
06-01-2025,05:00,2.899,R,ugm-3 (Ref.eq),1.72859,R,ugm-3,2.65082,R,ugm-3,5.30128,R,ugm-3,5.000,R,ugm-3 (BAM)
06-01-2025,06:00,0.966,R,ugm-3 (Ref.eq),2.04608,R,ugm-3,4.09174,R,ugm-3,7.22902,R,ugm-3,3.000,R,ugm-3 (BAM)
06-01-2025,07:00,-0.966,R,ugm-3 (Ref.eq),8.88988,R,ugm-3,10.57288,R,ugm-3,24.20383,R,ugm-3,2.000,R,ugm-3 (BAM)
06-01-2025,08:00,1.932,R,ugm-3 (Ref.eq),17.74447,R,ugm-3,17.39792,R,ugm-3,44.60573,R,ugm-3,5.000,R,ugm-3 (BAM)
06-01-2025,09:00,3.865,R,ugm-3 (Ref.eq),13.22898,R,ugm-3,22.39384,R,ugm-3,42.67799,R,ugm-3,4.000,R,ugm-3 (BAM)
06-01-2025,10:00,1.932,R,ugm-3 (Ref.eq),14.56952,R,ugm-3,22.64095,R,ugm-3,44.98057,R,ugm-3,6.000,R,ugm-3 (BAM)
06-01-2025,11:00,2.899,R,ugm-3 (Ref.eq),9.34848,R,ugm-3,15.06388,R,ugm-3,29.39802,R,ugm-3,4.000,R,ugm-3 (BAM)
06-01-2025,12:00,3.865,R,ugm-3 (Ref.eq),8.32544,R,ugm-3,13.15188,R,ugm-3,25.91738,R,ugm-3,2.000,R,ugm-3 (BAM)
06-01-2025,13:00,0.966,R,ugm-3 (Ref.eq),10.83013,R,ugm-3,12.68496,R,ugm-3,29.29092,R,ugm-3,4.000,R,ugm-3 (BAM)
06-01-2025,14:00,1.932,R,ugm-3 (Ref.eq),9.73653,R,ugm-3,12.86243,R,ugm-3,27.79157,R,ugm-3,2.000,R,ugm-3 (BAM)
06-01-2025,15:00,5.797,R,ugm-3 (Ref.eq),8.04322,R,ugm-3,13.42397,R,ugm-3,25.75673,R,ugm-3,6.000,R,ugm-3 (BAM)
06-01-2025,16:00,5.797,R,ugm-3 (Ref.eq),6.38519,R,ugm-3,12.37851,R,ugm-3,22.16899,R,ugm-3,6.000,R,ugm-3 (BAM)
06-01-2025,17:00,3.865,R,ugm-3 (Ref.eq),16.72143,R,ugm-3,26.30268,R,ugm-3,51.94185,R,ugm-3,5.000,R,ugm-3 (BAM)
06-01-2025,18:00,5.797,R,ugm-3 (Ref.eq),22.50691,R,ugm-3,36.97687,R,ugm-3,71.48697,R,ugm-3,5.000,R,ugm-3 (BAM)
06-01-2025,19:00,12.561,R,ugm-3 (Ref.eq),24.58826,R,ugm-3,41.65709,R,ugm-3,79.35857,R,ugm-3,9.000,R,ugm-3 (BAM)
06-01-2025,20:00,10.628,R,ugm-3 (Ref.eq),10.65374,R,ugm-3,26.18184,R,ugm-3,42.51735,R,ugm-3,6.000,R,ugm-3 (BAM)
06-01-2025,21:00,9.662,R,ugm-3 (Ref.eq),8.60766,R,ugm-3,23.26817,R,ugm-3,36.46639,R,ugm-3,9.000,R,ugm-3 (BAM)
06-01-2025,22:00,8.696,R,ugm-3 (Ref.eq),6.20880,R,ugm-3,13.39864,R,ugm-3,22.91867,R,ugm-3,9.000,R,ugm-3 (BAM)
06-01-2025,23:00,4.831,R,ugm-3 (Ref.eq),4.51549,R,ugm-3,10.26535,R,ugm-3,17.18900,R,ugm-3,6.000,R,ugm-3 (BAM)
06-01-2025,24:00,2.899,R,ugm-3 (Ref.eq),3.06912,R,ugm-3,7.93147,R,ugm-3,12.63740,R,ugm-3,3.000,R,ugm-3 (BAM)
07-01-2025,01:00,5.797,R,ugm-3 (Ref.eq),2.72879,R,ugm-3,8.16368,R,ugm-3,12.34777,R,ugm-3,6.000,R,ugm-3 (BAM)
07-01-2025,02:00,10.628,R,ugm-3 (Ref.eq),1.45849,R,ugm-3,9.68320,R,ugm-3,11.91952,R,ugm-3,7.000,R,ugm-3 (BAM)
07-01-2025,03:00,6.763,R,ugm-3 (Ref.eq),0.74101,R,ugm-3,5.76927,R,ugm-3,6.90547,R,ugm-3,5.000,R,ugm-3 (BAM)
07-01-2025,04:00,4.831,R,ugm-3 (Ref.eq),0.91744,R,ugm-3,5.71288,R,ugm-3,7.11959,R,ugm-3,4.000,R,ugm-3 (BAM)
07-01-2025,05:00,2.899,R,ugm-3 (Ref.eq),1.79959,R,ugm-3,7.51858,R,ugm-3,10.27791,R,ugm-3,4.000,R,ugm-3 (BAM)
07-01-2025,06:00,1.932,R,ugm-3 (Ref.eq),6.38678,R,ugm-3,9.63874,R,ugm-3,19.43167,R,ugm-3,4.000,R,ugm-3 (BAM)
07-01-2025,07:00,4.831,R,ugm-3 (Ref.eq),11.89141,R,ugm-3,18.32828,R,ugm-3,36.56152,R,ugm-3,2.000,R,ugm-3 (BAM)
07-01-2025,08:00,6.763,R,ugm-3 (Ref.eq),12.70300,R,ugm-3,19.38569,R,ugm-3,38.86335,R,ugm-3,7.000,R,ugm-3 (BAM)
07-01-2025,09:00,7.730,R,ugm-3 (Ref.eq),30.98119,R,ugm-3,43.23084,R,ugm-3,90.73467,R,ugm-3,6.000,R,ugm-3 (BAM)
