Data supplied by UK-AIR on 28/4/2023
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Leeds Headingley Kerbside,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"PM<sub>10</sub> particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"PM<sub>2.5</sub> particulate matter (Hourly measured)",status,unit
 
01-01-2022,01:00,26.087,R,ugm-3 (Ref.eq),8.66695,R,ugm-3,27.82968,R,ugm-3,41.11881,R,ugm-3,23.000,R,ugm-3 (BAM)
01-01-2022,02:00,28.986,R,ugm-3 (Ref.eq),4.14322,R,ugm-3,22.99884,R,ugm-3,29.35169,R,ugm-3,19.000,R,ugm-3 (BAM)
01-01-2022,03:00,19.324,R,ugm-3 (Ref.eq),7.41975,R,ugm-3,17.82616,R,ugm-3,29.20295,R,ugm-3,9.000,R,ugm-3 (BAM)
01-01-2022,04:00,15.459,R,ugm-3 (Ref.eq),3.45621,R,ugm-3,11.21088,R,ugm-3,16.51033,R,ugm-3,7.000,R,ugm-3 (BAM)
01-01-2022,05:00,21.256,R,ugm-3 (Ref.eq),7.13438,R,ugm-3,22.72598,R,ugm-3,33.66520,R,ugm-3,8.000,R,ugm-3 (BAM)
01-01-2022,06:00,14.493,R,ugm-3 (Ref.eq),3.17084,R,ugm-3,12.34258,R,ugm-3,17.20446,R,ugm-3,8.000,R,ugm-3 (BAM)
01-01-2022,07:00,18.358,R,ugm-3 (Ref.eq),2.40984,R,ugm-3,9.98921,R,ugm-3,13.68424,R,ugm-3,7.000,R,ugm-3 (BAM)
01-01-2022,08:00,15.459,R,ugm-3 (Ref.eq),1.99763,R,ugm-3,5.91110,R,ugm-3,8.97408,R,ugm-3,6.000,R,ugm-3 (BAM)
01-01-2022,09:00,16.425,R,ugm-3 (Ref.eq),0.60246,R,ugm-3,2.69563,R,ugm-3,3.61938,R,ugm-3,5.000,R,ugm-3 (BAM)
01-01-2022,10:00,16.425,R,ugm-3 (Ref.eq),0.63417,R,ugm-3,3.29155,R,ugm-3,4.26393,R,ugm-3,8.000,R,ugm-3 (BAM)
01-01-2022,11:00,21.256,R,ugm-3 (Ref.eq),0.91954,R,ugm-3,3.20105,R,ugm-3,4.61099,R,ugm-3,9.000,R,ugm-3 (BAM)
01-01-2022,12:00,28.020,R,ugm-3 (Ref.eq),1.14150,R,ugm-3,4.39771,R,ugm-3,6.14799,R,ugm-3,12.000,R,ugm-3 (BAM)
01-01-2022,13:00,25.121,R,ugm-3 (Ref.eq),1.23663,R,ugm-3,4.84682,R,ugm-3,6.74296,R,ugm-3,10.000,R,ugm-3 (BAM)
01-01-2022,14:00,28.986,R,ugm-3 (Ref.eq),1.52200,R,ugm-3,4.70674,R,ugm-3,7.04044,R,ugm-3,8.000,R,ugm-3 (BAM)
01-01-2022,15:00,26.087,R,ugm-3 (Ref.eq),1.71225,R,ugm-3,5.65454,R,ugm-3,8.27996,R,ugm-3,10.000,R,ugm-3 (BAM)
01-01-2022,16:00,30.918,R,ugm-3 (Ref.eq),3.64646,R,ugm-3,9.38217,R,ugm-3,14.97333,R,ugm-3,14.000,R,ugm-3 (BAM)
01-01-2022,17:00,29.952,R,ugm-3 (Ref.eq),3.04400,R,ugm-3,12.63621,R,ugm-3,17.30362,R,ugm-3,12.000,R,ugm-3 (BAM)
01-01-2022,18:00,32.851,R,ugm-3 (Ref.eq),3.42450,R,ugm-3,16.41588,R,ugm-3,21.66671,R,ugm-3,11.000,R,ugm-3 (BAM)
